,Unnamed: 0,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,origu,url,authors.0.author,docna.0.docna,entityids.entityid,keywd.0.keywd,keywd.1.keywd,geo_regions.0.geo_region,geo_regions.1.geo_region,geo_regions.2.geo_region,abstracts.cdata!,authors.1.author,authors.2.author,authors.3.author,geo_regions.3.geo_region,geo_regions.4.geo_region,geo_regions.5.geo_region,geo_regions.6.geo_region,geo_regions.7.geo_region,geo_regions.8.geo_region,geo_regions.9.geo_region,authors.4.author,geo_regions.10.geo_region,geo_regions.11.geo_region,authors.5.author,alt_title.0.alt_title,authors.6.author,geo_regions.12.geo_region,isbn,geo_regions.13.geo_region,authors.7.author,authors.8.author,authors.9.author,authors.10.author,EnvironmentalCategory,alt_title.1.alt_title,authors.11.author,authors.12.author,authors.13.author,authors.14.author,authors.15.author,authors.16.author,authors.17.author,authors.18.author,authors.19.author,closedt,issn,prompt_text,output
2500,293,9813814.0,Philippines,Policy Research Working Paper,2008-09-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4706,A road to trust,http://documents.worldbank.org/curated/en/670331468145773992/pdf/WPS4706.pdf,/research/2008/09/9813814/road-trust,http://documents.worldbank.org/curated/en/670331468145773992/A-road-to-trust,2008/09/9813814/A-road-to-trust,6.70331468145774e+17,,http://documents.worldbank.org/curated/en/670331468145773992/A-road-to-trust,"Chase,Robert S.",A road to trust,000158349_20080902104941,"econometric analysis of cross
            section;reduction in transaction cost;standard error;per
            capita consumption;accessible by road;impact of road;poor
            area development;equality of distribution;participation of
            communities;school of thought;social development
            department;secondary school education;rural road
            construction;social capital;positive impact;panel data;water
            system;ethnic diversity;measure of trust;household
            head;rural community;road building;social network;town
            center;reducing transaction;marginal effect;financial
            decision;education level;high trust;household
            wealth;downward bias;increased access;0 hypothesis;farming
            household;ethnic group;social psychology;road link;cultural
            change;moral foundation;local development;standard
            deviation;educational achievement;explanatory
            variable;household level;idiosyncratic error;access
            market;fixed effect;agricultural activity;enforcement
            mechanism;Public Goods;rainy season;village
            characteristic;estimation strategy;ceteris paribus;high
            wage;causal link;generating growth;household
            transport;output price;target resources;poverty status;asset
            index;ethnic heterogeneity;public economics;baseline
            survey;discussion papers;experimental economics;poverty
            impact;college education;social activities;market
            interaction;opportunity cost;sample household;field work;",,Asia,Southeast Asia,World,"The authors explore the relationship
            between transaction costs and generalized trust. Using panel
            data from 2,100 households in 135 rural communities of the
            Philippines, the paper shows that where transaction costs
            are reduced (proxied by road construction), there is an
            increase in generalized trust. Consistent with the argument
            that generalized trust is built through repeated
            interactions, the authors find that the individuals most
            likely to engage in exchange exhibit an increase in trust
            after road construction. These results suggest that, rather
            than being an input to economic growth, trust might be a
            product of reduced transaction costs (which also favors growth).","Labonne,Julien Bernard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title: A road to trust. Abstract: The authors explore the relationship
            between transaction costs and generalized trust. Using panel
            data from 2,100 households in 135 rural communities of the
            Philippines, the paper shows that where transaction costs
            are reduced (proxied by road construction), there is an
            increase in generalized trust. Consistent with the argument
            that generalized trust is built through repeated
            interactions, the authors find that the individuals most
            likely to engage in exchange exhibit an increase in trust
            after road construction. These results suggest that, rather
            than being an input to economic growth, trust might be a
            product of reduced transaction costs (which also favors growth).","[{'label': 'LABEL_1', 'score': 0.857132613658905}]"
2501,294,9813863.0,Europe and Central Asia,Policy Research Working Paper,2008-09-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4707,"Technology adoption and the
            investment climate : firm-level evidence for Eastern Europe
            and Central Asia",http://documents.worldbank.org/curated/en/757771468030647127/pdf/WPS4707.pdf,/research/2008/09/9813863/technology-adoption-investment-climate-firm-level-evidence-eastern-europe-central-asia,http://documents.worldbank.org/curated/en/757771468030647127/Technology-adoption-and-the-investment-climate-firm-level-evidence-for-Eastern-Europe-and-Central-Asia,2008/09/9813863/Technology-adoption-and-the-investment-climate-firm-level-evidence-for-Eastern-Europe-and-Central-Asia,7.577714680306472e+17,,http://documents.worldbank.org/curated/en/757771468030647127/Technology-adoption-and-the-investment-climate-firm-level-evidence-for-Eastern-Europe-and-Central-Asia,"Correa, Paulo G.","Technology adoption and the investment
            climate : firm-level evidence for Eastern Europe and Central Asia",000158349_20080902112114,"European Bank for Reconstruction and
            Development;access to international knowledge;technology
            adoption;economics of contract software;institute of
            development studies;broad range of technologies;protection
            property right;advanced technology;access to finance;market
            incentive;complementary input;share of
            professional;economies of scale;development research
            group;quality of infrastructure;availability of data;total
            factor productivity;country fixed effect;access to
            technology;impact of transport;machinery and
            equipment;quality of governance;wealth of
            nation;transmission of technology;labor market
            institution;access to capital;availability of
            finance;increase in technology;real estate industry;human
            capital endowment;estimation of equation;degree of
            heterogeneity;intellectual property rights;diffusion of
            technology;volume of trade;software service
            company;information on price;product market
            competition;competitive market economy;concentration of
            ownership;division of labor;global supply chain;engine of
            growth;dissemination of technology;international technology
            diffusion;elasticity of demand;economics of
            transition;innovation and growth;implications for
            policy;quality management system;finance and
            growth;internationally accepted standards;output per
            worker;panel data estimation;global value chain;global best
            practice;increase in ownership;information on
            market;development of market;innovation and
            learning;investment climate;probit regression;export
            market;foreign ownership;private owner;skilled
            labor;productivity gain;managerial capacity;transition
            economy;ownership share;firm level;Transition
            economies;adjustment cost;panel regression;cross-sectional
            regression;standard deviation;contract enforcement;Political
            Economy;modern technology;governance index;knowledge
            diffusion;resource constraint;firm size;technical
            standard;alternative measure;private ownership;large
            shareholder;market structure;complementary reform;production
            process;ceteris paribus;empirical evidence;technology
            choice;small sample;export share;conceptual
            framework;marginal effect;consumer pressure;complementary
            investment;competitive environment;absorptive capacity;high
            share;technological innovation;cross-country
            differences;capital good;positive coefficient;productivity
            differences;foreign competition;manufacturing sector;firm
            performance;Economic Studies;adoption process;interaction
            effect;adequate protection;legal institution;domestic
            counterpart;financial market;oecd countries;productivity
            growth;empirical work;rent seeking;negative
            correlation;technological know-how;international
            network;digital divide;internet diffusion;financial
            impact;foreign buyer;monetary economics;economic
            study;empirical research;knowledge absorption;management
            technique;causal effect;empirical study;productivity
            loss;positive relationship;foreign acquisition;multinational
            corporation;plant productivity;quality
            certification;organizational knowledge;empirical
            economics;quality system;international standard;export
            activity;financial resource;cross-country
            variation;management science;empirical analysis;global
            market;productivity effect;Natural Resources;increase
            productivity;labor regulation;technology upgrading;industry
            standard;foreign market;increased competition;International
            Trade;market characteristic;firing cost;labor skills;firm
            productivity;productivity performance;good
            collateral;movable collateral;legal constraint;internal
            training;technological gap;income gap;technology
            frontier;foreign source;embodied knowledge;high
            wage;infrastructure availability;physical
            infrastructure;theoretical model;maximum likelihood;real
            income;knowledge generation;classification code;benefit
            assessment;firm-level survey;direct investment;advanced
            economy;industrial country;technological frontier;market
            opportunity;market size;macroeconomic factor;regulatory
            environment;independent variable;market
            imperfection;increasing return;manufacturing
            industry;standard error;technological spillover",,,,,"The international diffusion of
            technology presents an opportunity for developing economies
            distant from the world technological frontier to reduce
            their income gap relative to advanced economies. It is
            therefore crucial to understand why, when faced with similar
            technological alternatives different firms in different
            countries choose to adopt different vintages of capital.
            This paper examines technology adoption across firms in
            Eastern Europe and Central Asia. The findings show that
            access to complementary inputs - managerial capacity,
            skilled labor, finance, and good infrastructure - and to
            international knowledge - through foreign direct investment
            or exports - is an important correlate of technology
            adoption. The link between market incentives and technology
            adoption is more nuanced. Although consumer pressure results
            in technology adoption, competitor pressure does not,
            suggesting that only firms with rents are able to adopt
            technology given substantial resource constraints.
            Privatized firms exhibit better technology adoption outcomes
            but only when a clear private owner with a profit incentive
            is present. Better governance is associated with technology
            adoption only in the countries that joined the European
            Union in 2004. Future increases in technology adoption by
            firms in the region will require complementary reforms of
            the investment climate.","Fernandes, Ana M.","Uregian, Chris J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title: Technology adoption and the
            investment climate : firm-level evidence for Eastern Europe
            and Central Asia. Abstract: The international diffusion of
            technology presents an opportunity for developing economies
            distant from the world technological frontier to reduce
            their income gap relative to advanced economies. It is
            therefore crucial to understand why, when faced with similar
            technological alternatives different firms in different
            countries choose to adopt different vintages of capital.
            This paper examines technology adoption across firms in
            Eastern Europe and Central Asia. The findings show that
            access to complementary inputs - managerial capacity,
            skilled labor, finance, and good infrastructure - and to
            international knowledge - through foreign direct investment
            or exports - is an important correlate of technology
            adoption. The link between market incentives and technology
            adoption is more nuanced. Although consumer pressure results
            in technology adoption, competitor pressure does not,
            suggesting that only firms with rents are able to adopt
            technology given substantial resource constraints.
            Privatized firms exhibit better technology adoption outcomes
            but only when a clear private owner with a profit incentive
            is present. Better governance is associated with technology
            adoption only in the countries that joined the European
            Union in 2004. Future increases in technology adoption by
            firms in the region will require complementary reforms of
            the investment climate.","[{'label': 'LABEL_0', 'score': 0.7644422054290771}]"
2502,295,9817220.0,Latin America,Policy Research Working Paper,2008-09-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4708,"Job creation and labor reform in
            Latin America",http://documents.worldbank.org/curated/en/274591468266715725/pdf/WPS4708.pdf,/research/2008/09/9817220/job-creation-labor-reform-latin-america,http://documents.worldbank.org/curated/en/274591468266715725/Job-creation-and-labor-reform-in-Latin-America,2008/09/9817220/Job-creation-and-labor-reform-in-Latin-America,2.745914682667157e+17,,http://documents.worldbank.org/curated/en/274591468266715725/Job-creation-and-labor-reform-in-Latin-America,"Kaplan,David Scott",Job creation and labor reform in Latin America,000158349_20080903104622,"labor regulation;total number of
            people;design of labor market;net employment;labor
            reform;total employment;aggregate employment;temporary
            worker;rigid labor market;number of jobs;permanent
            worker;flexible labor market;change in
            employment;reallocation of jobs;Labor Market
            Flexibility;labor market regulation;job security
            regulation;Labor market rigidities;labor market reform;labor
            market rigidity;Job Creation;number of workers;retail trade
            sector;enforcement of regulation;labor market
            indicator;enforcement of labor;primarily due;rate of
            hire;labor market policy;labor productivity growth;",,,,,"This paper studies the effects of
            labor-regulation reform using data for 10,396 firms from 14
            Latin American countries. Firms are asked both how many
            permanent workers they would have hired and how many they
            would have terminated if labor regulations were made more
            flexible. I find that making labor regulations more flexible
            would lead to an average net increase of 2.08 percent in
            total employment. Firms with fewer than 20 employees would
            benefit the most, with average gains in net employment of
            4.27 percent. Countries with more regulated labor markets
            would experience larger gains in total employment. These
            larger gains in total employment, however, would be achieved
            through higher rates of hiring and higher rates of
            termination. These results may explain why there is
            substantial opposition to labor reforms despite the
            predicted gains in efficiency and total employment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title: Job creation and labor reform in
            Latin America. Abstract: This paper studies the effects of
            labor-regulation reform using data for 10,396 firms from 14
            Latin American countries. Firms are asked both how many
            permanent workers they would have hired and how many they
            would have terminated if labor regulations were made more
            flexible. I find that making labor regulations more flexible
            would lead to an average net increase of 2.08 percent in
            total employment. Firms with fewer than 20 employees would
            benefit the most, with average gains in net employment of
            4.27 percent. Countries with more regulated labor markets
            would experience larger gains in total employment. These
            larger gains in total employment, however, would be achieved
            through higher rates of hiring and higher rates of
            termination. These results may explain why there is
            substantial opposition to labor reforms despite the
            predicted gains in efficiency and total employment.","[{'label': 'LABEL_1', 'score': 0.501259446144104}]"
2503,296,9820457.0,World,Policy Research Working Paper,2008-09-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4709,"Refinements to the probabilistic
            approach to fiscal sustainability analysis",http://documents.worldbank.org/curated/en/913731468314058307/pdf/WPS4709.pdf,/research/2008/09/9820457/refinements-probabilistic-approach-fiscal-sustainability-analysis,http://documents.worldbank.org/curated/en/913731468314058307/Refinements-to-the-probabilistic-approach-to-fiscal-sustainability-analysis,2008/09/9820457/Refinements-to-the-probabilistic-approach-to-fiscal-sustainability-analysis,9.137314683140584e+17,,http://documents.worldbank.org/curated/en/913731468314058307/Refinements-to-the-probabilistic-approach-to-fiscal-sustainability-analysis,"Frank,Nathaniel","Refinements to the probabilistic approach to
            fiscal sustainability analysis",000158349_20080904081618,"debt projection;fiscal reaction
            function;primary balance;Fiscal Sustainability;maturity
            structure of debt;sample period;fiscal sustainability
            analysis;emerging market economy;future debt;exchange
            rate;probability distribution;Exchange Rates;emerging market
            country;Effective interest rate;interest rate change;high
            growth rate;fiscal sustainability measure;long term debt;gdp
            growth rate;positive interest rate;interest rate
            shock;multivariate normal distribution;exchange rate
            movement;sustainable fiscal policy;financial
            distress;bootstrap technique;covariance matrix;endogenous
            variable;output gap;statistical relationship;tranquil
            time;debt sustainability;business cycle;financial
            instability;tranquil period;primary surplus;regime switch;",,,,,"This paper relaxes some key
            assumptions in the probabilistic approach to fiscal
            sustainability. First, the authors identify structural
            breaks over the sample period used to estimate the
            covariance matrix of the shocks to the debt ratios. Second,
            the assumption of normality of the shocks is dropped by
            modeling their respective empirical distribution directly,
            which makes it possible to quantify asymetries and thick
            tails. Third, the use of fiscal reaction functions is
            avoided by focusing attention on debt-stabilizing balances.","Ley,Eduardo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title: Refinements to the probabilistic
            approach to fiscal sustainability analysis. Abstract: This paper relaxes some key
            assumptions in the probabilistic approach to fiscal
            sustainability. First, the authors identify structural
            breaks over the sample period used to estimate the
            covariance matrix of the shocks to the debt ratios. Second,
            the assumption of normality of the shocks is dropped by
            modeling their respective empirical distribution directly,
            which makes it possible to quantify asymetries and thick
            tails. Third, the use of fiscal reaction functions is
            avoided by focusing attention on debt-stabilizing balances.","[{'label': 'LABEL_0', 'score': 0.655252993106842}]"
2504,297,9820612.0,World,Policy Research Working Paper,2008-09-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4710,"Trade diversion under selective
            preferential market access",http://documents.worldbank.org/curated/en/532031468153296974/pdf/WPS4710.pdf,/research/2008/09/9820612/trade-diversion-under-selective-preferential-market-access,http://documents.worldbank.org/curated/en/532031468153296974/Trade-diversion-under-selective-preferential-market-access,2008/09/9820612/Trade-diversion-under-selective-preferential-market-access,5.3203146815329696e+17,,http://documents.worldbank.org/curated/en/532031468153296974/Trade-diversion-under-selective-preferential-market-access,"Borchert, Ingo","Trade diversion under selective preferential
            market access",000158349_20080904083644,"Canadian Journal of Economics;trade
            diversion;terms of trade effect;impact of trade
            diversion;generalized system of preference;improving market
            access;preferential market access;elasticity of
            substitution;preferential tariff rate;ratio of
            imports;development research group;estimation of
            equation;multilateral trade liberalization;market access
            conditions;trade preference schemes;rules of origin;volume
            of trade;equal marginal cost;beneficiary developing
            countries;country of production;free market;trade diversion
            loss;ad valorem equivalent;differential in tariff;reciprocal
            trade agreement;elasticity of supply;negative demand
            shock;import of product;direct market access;law and
            economics;partial equilibrium model;pattern of trade;tariff
            line;beneficiary country;price index;trade
            volume;preferential treatment;tariff schedule;trade
            product;Trade Policies;trade flow;Trade Policy;transport
            cost;agricultural product;utilization rate;export
            performance;standard deviation;preference
            erosion;beneficiary group;electrical equipment;export
            volume;tariff cut;trade diverting;total trade;positive
            coefficient;market power;industrial good;specific duty;trade
            datum;descriptive statistic;customs union;tariff
            equivalent;leather products;Industrial Goods;sectoral
            analysis;traded goods;product category;tariff
            preference;quantitative restriction;council
            regulation;preferential margin;agricultural good;export
            opportunities;sectoral distribution;export
            opportunity;negative externality;present study;absolute
            amount;trade distortion;theoretical model;import
            program;tariff data;fixed effect;expenditure share;estimated
            elasticity;preferential rate;disaggregated level;footwear
            product;estimation result;homogenous product;trade
            concession;substitution effect;countries
            exports;discriminatory nature;upper bind;disaggregated
            analysis;homogenous good;interest issue;undue
            influence;price sensitive;price differential;discriminatory
            manner;cost advantage;regression diagnostics;sole
            responsibility;labor-intensive product;coefficient
            vector;early assessment;simple average;social
            commission;sample result;economic sector;fitted value;high
            elasticity;product variety;optimal tariff;world
            trade;estimation technique;european community;study
            including;trade creating;differential impact;transport
            equipment;empirical evidence;economic specialization;world
            market;sectoral breakdown;panel data;elastic demand;entry
            price;cross-sectional regression;aggregate
            analysis;production function;product specific;basic
            structure;market entry;preference utilization;agricultural
            import;chemical product;detail level;Trade Impact;import
            patterns;control of trade;preferential regime;quantitative
            measure;import statistics;empirical study;estimation
            equation;summary statistic;estimation strategy;european
            commission;missing observation;industrialized
            country;Industrialized countries;present analysis;conversion
            factor;inconsistent estimate;general equilibrium;tariff
            change;price change;welfare analysis;ceteris
            paribus;international treaty;form estimation;labor-intensive
            commodities;International Trade;price
            sensitivity;econometric analysis;increasing return;european
            parliament;supply side;national income;budget
            constraint;aggregate income;land price;shipping cost;trading
            bloc;bilateral imports;comparative disadvantage;level
            analysis;industrial product;individual effect;product
            level;comparative advantage;empirical specification;standard
            error;internationally comparable;trade distorting;dollar
            term;small economy;restrictive condition;regression
            results;labor-intensive industry;",,,,,"Through its diverse trade preference
            schemes, the European Union provides different groups of
            developing countries with different degrees of market
            access. This paper is the first to demonstrate empirically
            that such staggered market access induces sizable trade
            diversion to the detriment of relatively less preferred
            beneficiary countries. In particular, preferences granted to
            African, Caribbean and Pacific economies are shown to impair
            the export performance of seven developing countries whose
            products only qualify for basic preferences under the
            Generalized System of Preferences. Exports to the European
            Union decline by about 30 percent if the African, Caribbean
            and Pacific tariff falls by 10 percentage points. In terms
            of forgone trade volume, losses for these relatively
            disadvantaged countries amount on average to 9 percent of
            their total trade with the European Union, depending on the
            country and its main exports. These intra-developing country
            distortions are driven by highly substitutable, often
            labor-intensive commodities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title: Trade diversion under selective
            preferential market access. Abstract: Through its diverse trade preference
            schemes, the European Union provides different groups of
            developing countries with different degrees of market
            access. This paper is the first to demonstrate empirically
            that such staggered market access induces sizable trade
            diversion to the detriment of relatively less preferred
            beneficiary countries. In particular, preferences granted to
            African, Caribbean and Pacific economies are shown to impair
            the export performance of seven developing countries whose
            products only qualify for basic preferences under the
            Generalized System of Preferences. Exports to the European
            Union decline by about 30 percent if the African, Caribbean
            and Pacific tariff falls by 10 percentage points. In terms
            of forgone trade volume, losses for these relatively
            disadvantaged countries amount on average to 9 percent of
            their total trade with the European Union, depending on the
            country and its main exports. These intra-developing country
            distortions are driven by highly substitutable, often
            labor-intensive commodities.","[{'label': 'LABEL_0', 'score': 0.8201524615287781}]"
2505,298,9828514.0,"World,Africa",Policy Research Working Paper,2008-09-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4712,"Infrastructure and economic
            development in Sub-Saharan Africa",http://documents.worldbank.org/curated/en/393241468180903623/pdf/WPS4712.pdf,/research/2008/09/9828514/infrastructure-economic-development-sub-saharan-africa,http://documents.worldbank.org/curated/en/393241468180903623/Infrastructure-and-economic-development-in-Sub-Saharan-Africa,2008/09/9828514/Infrastructure-and-economic-development-in-Sub-Saharan-Africa,3.932414681809036e+17,,http://documents.worldbank.org/curated/en/393241468180903623/Infrastructure-and-economic-development-in-Sub-Saharan-Africa,"Calderon, Cesar","Infrastructure and economic development in
            Sub-Saharan Africa",000158349_20080908091512,"access to infrastructure service;terms of
            trade shock;provision of infrastructure service;dynamic
            panel data model;propensity score matching method;public
            investment in infrastructure;per capita income
            growth;quality of infrastructure;panel data set;principal
            component analysis;aggregate production function;power
            generation capacity;infrastructure quality;method of
            moments;standard control variable;human capital
            accumulation;supply of electricity;electricity generating
            capacity;rural labor market;empirical growth
            specification;development research group;population with
            access;income distribution datum;types of asset;number of
            workers;Access to Electricity;production of
            electricity;transmission and distribution;empirical growth
            literature;Poverty &Inequality;list of
            countries;empirical growth regressions;availability of
            food;determinants of growth;private capital
            stock;infrastructure and growth;quality and quantity;access
            to internet;access of poor;degree of heterogeneity;middle
            income economy;output per worker;income inequality;public
            capital;infrastructure performance;quantity index;empirical
            literature;empirical study;telephone density;telephone
            line;infrastructure asset;Population Density;infrastructure
            sector;aggregate index;quality measure;robustness
            check;demographic variables;high correlation;landlocked
            country;0 hypothesis;explanatory variable;linear
            restriction;poor infrastructure;empirical
            specification;finite sample;physical asset;low-income
            economy;standard error;core infrastructure;quality
            indicators;infrastructure provision;geographic
            disadvantage;government burden;paved road;conditional
            convergence;empirical result;severely limits;positive
            correlation;moment condition;exclusion restriction;urban
            population;phone lines;measurement error;physical
            indicator;adequate supply;aggregate output;lagged
            level;financial depth;Investment Flow;Public
            Infrastructure;instrumental variable;waiting time;inequality
            equation;empirical relationship;downward bias;future
            productivity;unequal society;demographic
            factor;infrastructure demand;significant evidence;average
            values;observed change;safe water;lagged value;increase
            growth;public good;Public Goods;secondary enrollment;price
            stability;endogenous variable;empirical model;coefficient
            estimate;household electrification;real gdp;road
            density;private investment;model specification;technological
            innovation;social spending;small sample;rural transportation
            infrastructure;random walk;cross-section dimension;nonlinear
            effect;National Institutions;regression
            coefficient;comparator group;Learning and Innovation
            Credit;telecommunication service;inflation
            rate;macroeconomic instability;cross-country
            panel;macroeconomic level;industrial country;sample
            mean;rich economy;real output;parameter estimate;rural
            area;Macroeconomic Policy;explanatory factors;rural
            composition;regression sample;good transport;external
            trade;industrial enterprise;agricultural sector;marketing
            cost;estimation procedure;potential
            contribution;methodological approach;methodological
            issue;high transport;long-term effect;literature
            review;institutional factor;data issue;economic
            stagnation;living standard;time-series model;stochastic
            trend;production input;physical infrastructure;stock
            data;panel framework;data requirement;research show;escape
            poverty;infrastructure accumulation;academic
            research;empirical analysis;cyclical factor;promoting
            growth;global market;utility function;econometric
            issue;public expenditure;alternative financing;endogenous
            growth;productive expenditure;empirical method;basic
            model;alternative tax;Intra-regional Trade;empirical
            research;inequality effect;comprehensive surveys;aggregate
            income;series data;marginal product;infrastructure
            capital;agricultural wage;infrastructure
            spending;transaction cost;governance variables;observable
            variable;poverty effect;household survey;empirical
            estimate;market development;econometric methodology;crop
            index;poor village;agricultural worker;income expansion",,,,,"An adequate supply of infrastructure
            services has long been viewed by both academics and policy
            makers as a key ingredient for economic development.
            Sub-Saharan Africa ranks consistently at the bottom of all
            developing regions in terms of infrastructure performance,
            and an increasing number of observers point to deficient
            infrastructure as a major obstacle for growth and poverty
            reduction across the region. This paper offers an empirical
            assessment of the impact of infrastructure development on
            growth and inequality, with a focus on Sub-Saharan Africa.
            The paper uses a comparative cross-regional perspective to
            place Africa's experience in the international context.
            Drawing from an updated data set of infrastructure quantity
            and quality indicators covering more than 100 countries and
            spanning the years 1960-2005, the paper estimates empirical
            growth and inequality equations including a standard set of
            control variables augmented by infrastructure quantity and
            quality measures, and controlling for the potential
            endogeneity of the latter. The estimates illustrate the
            potential contribution of infrastructure development to
            growth and equity across Africa.","Serven, Luis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title: Infrastructure and economic
            development in Sub-Saharan Africa. Abstract: An adequate supply of infrastructure
            services has long been viewed by both academics and policy
            makers as a key ingredient for economic development.
            Sub-Saharan Africa ranks consistently at the bottom of all
            developing regions in terms of infrastructure performance,
            and an increasing number of observers point to deficient
            infrastructure as a major obstacle for growth and poverty
            reduction across the region. This paper offers an empirical
            assessment of the impact of infrastructure development on
            growth and inequality, with a focus on Sub-Saharan Africa.
            The paper uses a comparative cross-regional perspective to
            place Africa's experience in the international context.
            Drawing from an updated data set of infrastructure quantity
            and quality indicators covering more than 100 countries and
            spanning the years 1960-2005, the paper estimates empirical
            growth and inequality equations including a standard set of
            control variables augmented by infrastructure quantity and
            quality measures, and controlling for the potential
            endogeneity of the latter. The estimates illustrate the
            potential contribution of infrastructure development to
            growth and equity across Africa.","[{'label': 'LABEL_0', 'score': 0.7538685202598572}]"
2506,299,9828541.0,Colombia,Policy Research Working Paper,2008-09-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 4713,"Household investment under
            violence - the Colombian case",http://documents.worldbank.org/curated/en/913941468020109088/pdf/WPS4713.pdf,/research/2008/09/9828541/household-investment-under-violence-colombian-case,http://documents.worldbank.org/curated/en/913941468020109088/Household-investment-under-violence-the-Colombian-case,2008/09/9828541/Household-investment-under-violence-the-Colombian-case,9.13941468020109e+17,,http://documents.worldbank.org/curated/en/913941468020109088/Household-investment-under-violence-the-Colombian-case,"Grun,Rebekka E.","Household investment under violence - the
            Colombian case",000158349_20080908095941,"access to basic service;homicide rate;Fixed
            Assets;impact of violence;public order;types of
            violence;municipality level;demand for debt;risk of
            violence;kinds of asset;valuation of asset;dispersion of
            settlement;increase in risk;absence of violence;elasticity
            of substitution;means of transportation;kinds of debt;fixed
            asset investments;complete primary education;proxy for
            poverty;source income;analysis of participation;Gender and
            Education;law enforcement institutions;propensity to
            save;secure property right;ownership of asset;cost of
            war;future expected income;source of income;capture
            rate;sample selection;armed groups;capital stock;conceptual
            framework;household head;diesel generator;welfare
            indicator;community level;gang violence;natural
            experiment;property crime;standard error;empirical
            specification;drug cartels;kerosene lamp;sewing
            machine;portfolio choice;household level;stereo
            equipment;Real estate;household asset;bank asset;empirical
            result;drug trafficker;empirical evidence;saving
            function;household good;judicial efficiency;productive
            asset;empirical study;high altitude;portfolio
            composition;drug trade;individual level;multivariate
            analysis;net asset;scatter plot;asset class;price
            list;entrepreneurial activity;market transaction;regression
            results;expected return;poor household;linear
            approximation;official statistic;central regions;empirical
            analysis;demand function;portable generator;baseline
            survey;individual variable;displaced people;transport
            provision;household population;combat situation;marital
            status;street gang;guerrilla warfare;random error;empirical
            literature;functional form;regression model;geographic
            variable;political mandate;constant term;religious
            group;optimal investment;local street;covariance
            matrix;household behaviour;debt finance;political
            activities;consumption information;econometric
            specification;risk averse;average price;exogenous
            income;fixed investment;treatment effect;mangrove
            swamp;aggregate savings;household saving;total saving;saving
            rate;steady state;household investment;mountainous
            terrain;individual household;justice system;armed
            activity;dense forest;social exclusion;power surge;rural
            province;explanatory power;political instability;perceived
            risk;expected value;risky asset;domestic saving;macro
            data;foreign asset;original form;Justice Systems;Natural
            Resources;ownership right;capital accumulation;local
            law;household decision;government army;paramilitary
            force;educated men;correlation matrix;drug gangs;gang
            war;community characteristic;urban setting;estimation
            result;transport time;urban structure;exclusion
            restriction;employment status;summing up;education
            level;Civil War;dependent children;forced
            displacement;saving decisions;future return;household
            variables;small fraction;",,Latin America & Caribbean,South America,World,"Households in rural Colombia are
            confronted with a variety of violent threats: attacks and
            displacement threats by guerrillas and paramilitaries, gang
            violence among drug traffickers, and high common
            delinquency. In this context, households have to adjust
            their day-to-day decisions, including saving and portfolio
            choices, in order to be less vulnerable. The authors test
            the hypothesis that households, when confronted with
            exogenous violence, reduce their investment and, moreover,
            shift it from fixed to mobile assets, which would be safer
            in the case of displacement, and choose the opposite
            strategy under higher common delinquency associated with
            property crimes. Empirical evidence from a rich Colombian
            micro-data set strongly supports the hypothesis. The results
            shed new light on the economic impact of violence. The
            immediate reduction in capital stock might be much less
            severe than more permanent damage via the savings function.
            This has implications for the appropriate political answer
            to chronic violence in Colombia as well as in other areas of
            chronic conflict.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title: Household investment under
            violence - the Colombian case. Abstract: Households in rural Colombia are
            confronted with a variety of violent threats: attacks and
            displacement threats by guerrillas and paramilitaries, gang
            violence among drug traffickers, and high common
            delinquency. In this context, households have to adjust
            their day-to-day decisions, including saving and portfolio
            choices, in order to be less vulnerable. The authors test
            the hypothesis that households, when confronted with
            exogenous violence, reduce their investment and, moreover,
            shift it from fixed to mobile assets, which would be safer
            in the case of displacement, and choose the opposite
            strategy under higher common delinquency associated with
            property crimes. Empirical evidence from a rich Colombian
            micro-data set strongly supports the hypothesis. The results
            shed new light on the economic impact of violence. The
            immediate reduction in capital stock might be much less
            severe than more permanent damage via the savings function.
            This has implications for the appropriate political answer
            to chronic violence in Colombia as well as in other areas of
            chronic conflict.","[{'label': 'LABEL_0', 'score': 0.8460134267807007}]"
